datetime,unix,date,symbol,open,high,low,close,Volume BTC,Volume USDT,tradecount
2020-04-02 03:00:00,1585796400.0,2020-04-02 03-AM,BTC/USDT,6604.93,6616.26,6572.3,6606.05,2076.17,13690798.81,
2020-04-02 04:00:00,1585800000.0,2020-04-02 04-AM,BTC/USDT,6606.05,6638.0,6590.01,6597.54,2436.26,16117757.87,
2020-04-02 05:00:00,1585803600.0,2020-04-02 05-AM,BTC/USDT,6597.54,6607.77,6565.0,6607.41,2059.01,13565076.14,
2020-04-02 06:00:00,1585807200.0,2020-04-02 06-AM,BTC/USDT,6607.41,6646.79,6588.55,6639.65,2436.91,16122797.97,
2020-04-02 07:00:00,1585810800.0,2020-04-02 07-AM,BTC/USDT,6639.65,6679.79,6609.14,6644.0,3543.17,23550076.76,
2020-04-02 08:00:00,1585814400.0,2020-04-02 08-AM,BTC/USDT,6644.0,6666.0,6602.58,6650.5,3043.7,20193760.87,
2020-04-02 09:00:00,1585818000.0,2020-04-02 09-AM,BTC/USDT,6650.5,6657.06,6626.56,6638.71,1678.54,11146235.45,
2020-04-02 10:00:00,1585821600.0,2020-04-02 10-AM,BTC/USDT,6638.71,6720.0,6610.0,6649.98,4428.93,29469722.29,
2020-04-02 11:00:00,1585825200.0,2020-04-02 11-AM,BTC/USDT,6649.98,6700.0,6608.0,6690.6,3983.57,26547196.07,
2020-04-02 12:00:00,1585828800.0,2020-04-02 12-PM,BTC/USDT,6690.6,6720.11,6633.0,6656.76,5814.44,38833789.98,
2020-04-02 13:00:00,1585832400.0,2020-04-02 01-PM,BTC/USDT,6656.76,6675.0,6620.34,6643.49,4097.36,27226436.22,
2020-04-02 14:00:00,1585836000.0,2020-04-02 02-PM,BTC/USDT,6643.49,6819.96,6637.4,6775.1,9296.72,62676806.46,
2020-04-02 15:00:00,1585839600.0,2020-04-02 03-PM,BTC/USDT,6775.1,6831.59,6722.44,6805.0,6248.89,42340576.33,
2020-04-02 16:00:00,1585843200.0,2020-04-02 04-PM,BTC/USDT,6805.0,6920.0,6789.28,6916.62,11528.78,79236024.47,
2020-04-02 17:00:00,1585846800.0,2020-04-02 05-PM,BTC/USDT,6916.62,7198.0,6916.38,7083.96,22728.05,160929075.91,
2020-04-02 18:00:00,1585850400.0,2020-04-02 06-PM,BTC/USDT,7083.96,7090.0,6729.13,6788.63,19352.75,133181290.35,
2020-04-02 19:00:00,1585854000.0,2020-04-02 07-PM,BTC/USDT,6788.63,6872.35,6723.0,6803.25,8536.59,58079783.65,
2020-04-02 20:00:00,1585857600.0,2020-04-02 08-PM,BTC/USDT,6803.25,6804.77,6651.0,6739.44,7347.83,49445058.7,
2020-04-02 21:00:00,1585861200.0,2020-04-02 09-PM,BTC/USDT,6739.44,6849.0,6709.66,6829.53,4332.22,29437528.67,
2020-04-02 22:00:00,1585864800.0,2020-04-02 10-PM,BTC/USDT,6829.53,6867.97,6783.44,6842.71,3455.91,23596081.71,
2020-04-02 23:00:00,1585868400.0,2020-04-02 11-PM,BTC/USDT,6842.71,6844.17,6730.11,6794.09,4037.2,27416692.71,
2020-04-03 00:00:00,1585872000.0,2020-04-03 12-AM,BTC/USDT,6794.09,6815.0,6730.08,6742.17,3098.13,20974895.32,
2020-04-03 01:00:00,1585875600.0,2020-04-03 01-AM,BTC/USDT,6742.17,6809.56,6723.12,6800.37,2154.08,14591856.66,
2020-04-03 02:00:00,1585879200.0,2020-04-03 02-AM,BTC/USDT,6800.37,6828.0,6776.33,6811.31,1806.99,12292721.9,
2020-04-03 03:00:00,1585882800.0,2020-04-03 03-AM,BTC/USDT,6811.31,6829.61,6775.0,6782.44,2183.93,14852319.0,
2020-04-03 04:00:00,1585886400.0,2020-04-03 04-AM,BTC/USDT,6782.44,6800.08,6759.88,6784.6,1496.61,10147166.44,
2020-04-03 05:00:00,1585890000.0,2020-04-03 05-AM,BTC/USDT,6784.6,6794.49,6746.16,6778.19,1872.16,12678304.43,
2020-04-03 06:00:00,1585893600.0,2020-04-03 06-AM,BTC/USDT,6778.19,6822.64,6766.0,6797.87,2286.5,15553605.66,
2020-04-03 07:00:00,1585897200.0,2020-04-03 07-AM,BTC/USDT,6797.87,6955.0,6785.88,6931.46,7839.23,54030789.87,
